"STATISTIC Label","Month","Taxation Class","UNIT","VALUE"
"Vehicles Licensed for the First Time","2019 August","Secondhand Other Vehicles","Number","571"
"Vehicles Licensed for the First Time","2019 August","Secondhand Motor Cycles","Number","307"
"Vehicles Licensed for the First Time","2019 September","All Vehicles","Number","18853"
"Vehicles Licensed for the First Time","2019 September","New Vehicles","Number","6628"
"Vehicles Licensed for the First Time","2019 September","New Private Cars","Number","4104"
"Vehicles Licensed for the First Time","2019 September","New Goods Vehicles","Number","1692"
"Vehicles Licensed for the First Time","2019 September","New Tractors","Number","118"
"Vehicles Licensed for the First Time","2019 September","New Motor Cycles","Number","140"
"Vehicles Licensed for the First Time","2019 September","New Exempt Vehicles","Number","454"
"Vehicles Licensed for the First Time","2019 September","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","120"
"Vehicles Licensed for the First Time","2019 September","Secondhand Vehicles","Number","12225"
"Vehicles Licensed for the First Time","2019 September","Secondhand Private Cars","Number","9868"
"Vehicles Licensed for the First Time","2019 September","Secondhand Goods Vehicles","Number","1271"
"Vehicles Licensed for the First Time","2019 September","Secondhand Tractors","Number","177"
"Vehicles Licensed for the First Time","2019 September","Secondhand Other Vehicles","Number","593"
"Vehicles Licensed for the First Time","2019 September","Secondhand Motor Cycles","Number","316"
"Vehicles Licensed for the First Time","2019 October","All Vehicles","Number","18797"
"Vehicles Licensed for the First Time","2019 October","New Vehicles","Number","5453"
"Vehicles Licensed for the First Time","2019 October","New Private Cars","Number","3214"
"Vehicles Licensed for the First Time","2019 October","New Goods Vehicles","Number","1617"
"Vehicles Licensed for the First Time","2019 October","New Tractors","Number","94"
"Vehicles Licensed for the First Time","2019 October","New Motor Cycles","Number","115"
"Vehicles Licensed for the First Time","2019 October","New Exempt Vehicles","Number","325"
"Vehicles Licensed for the First Time","2019 October","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","88"
"Vehicles Licensed for the First Time","2019 October","Secondhand Vehicles","Number","13344"
"Vehicles Licensed for the First Time","2019 October","Secondhand Private Cars","Number","10941"
"Vehicles Licensed for the First Time","2019 October","Secondhand Goods Vehicles","Number","1322"
"Vehicles Licensed for the First Time","2019 October","Secondhand Tractors","Number","192"
"Vehicles Licensed for the First Time","2019 October","Secondhand Other Vehicles","Number","632"
"Vehicles Licensed for the First Time","2019 October","Secondhand Motor Cycles","Number","257"
"Vehicles Licensed for the First Time","2019 November","All Vehicles","Number","15682"
"Vehicles Licensed for the First Time","2019 November","New Vehicles","Number","3384"
"Vehicles Licensed for the First Time","2019 November","New Private Cars","Number","1676"
"Vehicles Licensed for the First Time","2019 November","New Goods Vehicles","Number","1264"
"Vehicles Licensed for the First Time","2019 November","New Tractors","Number","93"
"Vehicles Licensed for the First Time","2019 November","New Motor Cycles","Number","87"
"Vehicles Licensed for the First Time","2019 November","New Exempt Vehicles","Number","176"
"Vehicles Licensed for the First Time","2019 November","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","88"
"Vehicles Licensed for the First Time","2019 November","Secondhand Vehicles","Number","12298"
"Vehicles Licensed for the First Time","2019 November","Secondhand Private Cars","Number","9874"
"Vehicles Licensed for the First Time","2019 November","Secondhand Goods Vehicles","Number","1286"
"Vehicles Licensed for the First Time","2019 November","Secondhand Tractors","Number","228"
"Vehicles Licensed for the First Time","2019 November","Secondhand Other Vehicles","Number","640"
"Vehicles Licensed for the First Time","2019 November","Secondhand Motor Cycles","Number","270"
"Vehicles Licensed for the First Time","2019 December","All Vehicles","Number","11360"
"Vehicles Licensed for the First Time","2019 December","New Vehicles","Number","1511"
"Vehicles Licensed for the First Time","2019 December","New Private Cars","Number","729"
"Vehicles Licensed for the First Time","2019 December","New Goods Vehicles","Number","532"
"Vehicles Licensed for the First Time","2019 December","New Tractors","Number","48"
"Vehicles Licensed for the First Time","2019 December","New Motor Cycles","Number","42"
"Vehicles Licensed for the First Time","2019 December","New Exempt Vehicles","Number","87"
"Vehicles Licensed for the First Time","2019 December","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","73"
"Vehicles Licensed for the First Time","2019 December","Secondhand Vehicles","Number","9849"
"Vehicles Licensed for the First Time","2019 December","Secondhand Private Cars","Number","7995"
"Vehicles Licensed for the First Time","2019 December","Secondhand Goods Vehicles","Number","1099"
"Vehicles Licensed for the First Time","2019 December","Secondhand Tractors","Number","150"
"Vehicles Licensed for the First Time","2019 December","Secondhand Other Vehicles","Number","452"
"Vehicles Licensed for the First Time","2019 December","Secondhand Motor Cycles","Number","153"
"Vehicles Licensed for the First Time","2020 January","All Vehicles","Number","34577"
"Vehicles Licensed for the First Time","2020 January","New Vehicles","Number","24545"
"Vehicles Licensed for the First Time","2020 January","New Private Cars","Number","20665"
"Vehicles Licensed for the First Time","2020 January","New Goods Vehicles","Number","2544"
"Vehicles Licensed for the First Time","2020 January","New Tractors","Number","247"
"Vehicles Licensed for the First Time","2020 January","New Motor Cycles","Number","163"
"Vehicles Licensed for the First Time","2020 January","New Exempt Vehicles","Number","751"
"Vehicles Licensed for the First Time","2020 January","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","175"
"Vehicles Licensed for the First Time","2020 January","Secondhand Vehicles","Number","10032"
"Vehicles Licensed for the First Time","2020 January","Secondhand Private Cars","Number","7683"
"Vehicles Licensed for the First Time","2020 January","Secondhand Goods Vehicles","Number","1302"
"Vehicles Licensed for the First Time","2020 January","Secondhand Tractors","Number","225"
"Vehicles Licensed for the First Time","2020 January","Secondhand Other Vehicles","Number","539"
"Vehicles Licensed for the First Time","2020 January","Secondhand Motor Cycles","Number","283"
"Vehicles Licensed for the First Time","2020 February","All Vehicles","Number","26644"
"Vehicles Licensed for the First Time","2020 February","New Vehicles","Number","17285"
"Vehicles Licensed for the First Time","2020 February","New Private Cars","Number","13263"
"Vehicles Licensed for the First Time","2020 February","New Goods Vehicles","Number","2727"
"Vehicles Licensed for the First Time","2020 February","New Tractors","Number","240"
"Vehicles Licensed for the First Time","2020 February","New Motor Cycles","Number","162"
"Vehicles Licensed for the First Time","2020 February","New Exempt Vehicles","Number","739"
"Vehicles Licensed for the First Time","2020 February","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","154"
"Vehicles Licensed for the First Time","2020 February","Secondhand Vehicles","Number","9359"
"Vehicles Licensed for the First Time","2020 February","Secondhand Private Cars","Number","7087"
"Vehicles Licensed for the First Time","2020 February","Secondhand Goods Vehicles","Number","1245"
"Vehicles Licensed for the First Time","2020 February","Secondhand Tractors","Number","244"
"Vehicles Licensed for the First Time","2020 February","Secondhand Other Vehicles","Number","518"
"Vehicles Licensed for the First Time","2020 February","Secondhand Motor Cycles","Number","265"
"Vehicles Licensed for the First Time","2020 March","All Vehicles","Number","20755"
"Vehicles Licensed for the First Time","2020 March","New Vehicles","Number","13417"
"Vehicles Licensed for the First Time","2020 March","New Private Cars","Number","10239"
"Vehicles Licensed for the First Time","2020 March","New Goods Vehicles","Number","2074"
"Vehicles Licensed for the First Time","2020 March","New Tractors","Number","224"
"Vehicles Licensed for the First Time","2020 March","New Motor Cycles","Number","158"
"Vehicles Licensed for the First Time","2020 March","New Exempt Vehicles","Number","610"
"Vehicles Licensed for the First Time","2020 March","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","112"
"Vehicles Licensed for the First Time","2020 March","Secondhand Vehicles","Number","7338"
"Vehicles Licensed for the First Time","2020 March","Secondhand Private Cars","Number","5582"
"Vehicles Licensed for the First Time","2020 March","Secondhand Goods Vehicles","Number","888"
"Vehicles Licensed for the First Time","2020 March","Secondhand Tractors","Number","194"
"Vehicles Licensed for the First Time","2020 March","Secondhand Other Vehicles","Number","384"
"Vehicles Licensed for the First Time","2020 March","Secondhand Motor Cycles","Number","290"
"Vehicles Licensed for the First Time","2020 April","All Vehicles","Number","4577"
"Vehicles Licensed for the First Time","2020 April","New Vehicles","Number","2599"
"Vehicles Licensed for the First Time","2020 April","New Private Cars","Number","1338"
"Vehicles Licensed for the First Time","2020 April","New Goods Vehicles","Number","738"
"Vehicles Licensed for the First Time","2020 April","New Tractors","Number","179"
"Vehicles Licensed for the First Time","2020 April","New Motor Cycles","Number","62"
"Vehicles Licensed for the First Time","2020 April","New Exempt Vehicles","Number","223"
"Vehicles Licensed for the First Time","2020 April","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","59"
"Vehicles Licensed for the First Time","2020 April","Secondhand Vehicles","Number","1978"
"Vehicles Licensed for the First Time","2020 April","Secondhand Private Cars","Number","1321"
